"collision_index","vehicle_reference","casualty_reference","casualty_class","casualty_severity","pedestrian_location","pedestrian_movement","car_passenger","casualty_type"
"197901CHNCW21",1,1,3,3,5,6,0,0
"197901ISSEK13",1,2,1,3,0,0,0,104
"197916W050496",1,1,1,2,0,0,0,109
"197947CA90279",1,1,2,3,0,0,0,11
"197906L001224",2,1,1,3,0,0,0,104
"197943D052079",1,1,1,3,0,0,0,104
"1979440JH0402",1,2,2,3,0,0,0,104
"197995N79D028",3,1,1,3,0,0,0,104
"197917D100740",1,1,1,3,0,0,0,19
"1979600A10080",1,1,1,3,0,0,0,109
"1979440KF0080",1,1,1,3,0,0,0,109
"197997BA14601",2,1,1,2,0,0,0,2
"197905C200171",1,1,1,3,0,0,0,1
"1979440KC0238",1,1,2,3,0,0,0,11
"197907JHWLE00",2,1,1,3,0,0,0,104
"197920FPJC309",1,1,1,3,0,0,0,104
"1979220211075",2,1,1,2,0,0,0,104
"1979440KC0149",1,1,3,3,3,1,0,0
"19794000D0146",1,1,1,3,0,0,0,109
"197901JUIEC80",1,1,1,3,0,0,0,104
"197901BPDFC65",1,2,2,3,0,0,1,109
"19793379C0303",1,1,3,3,5,3,0,0
"1979360050041",1,2,1,3,0,0,0,109
"1979360021326",1,1,2,3,0,0,0,109
"1979440BW0216",1,1,1,2,0,0,0,109
"197997NB01405",1,1,1,3,0,0,0,1
"197901BPRGE79",3,1,2,3,0,0,1,109
"197914C102153",1,1,2,2,0,0,0,104
"197905A200645",1,5,2,3,0,0,2,108
"1979309D02248",1,2,2,3,0,0,1,109
"197901CMQDC23",1,1,3,2,5,9,0,0
"1979360010122",1,1,1,3,0,0,0,109
"1979461102299",1,3,2,3,0,0,2,109
"197901K2JKX38",1,1,3,3,5,9,0,0
"1979420030905",2,2,1,3,0,0,0,109
"1979440AF0189",1,1,1,2,0,0,0,109
"197901CAICK09",1,1,3,3,5,6,0,0
"197907E3IL210",1,1,1,1,0,0,0,113
"19793379S0127",1,1,1,2,0,0,0,109
"1979309B01525",2,1,1,3,0,0,0,109
"1979440HF0234",2,1,2,3,0,0,2,109
"197997KA24506",1,1,3,3,5,1,0,0
"197910A035679",1,1,1,2,0,0,0,104
"1979219200844",2,2,2,3,0,0,2,109
"197950J660507",1,1,2,3,0,0,2,109
"197934BW00666",3,4,2,2,0,0,2,109
"1979927902396",2,1,1,3,0,0,0,104
"197901I3WCV88",2,1,1,2,0,0,0,104
"197917E100670",1,1,1,3,0,0,0,104
"197906K000167",1,1,2,3,0,0,0,11
"1979220505038",1,1,1,2,0,0,0,104
"1979465304009",2,1,1,3,0,0,0,104
"197917D200610",1,1,2,3,0,0,1,109
"197950G530960",2,1,1,3,0,0,0,104
"1979420051056",2,1,1,2,0,0,0,109
"197903BFQK364",1,1,1,2,0,0,0,109
"197913J020479",1,1,3,3,1,1,0,0
"1979620B00450",1,2,2,3,0,0,1,109
"19793379N0131",1,1,1,3,0,0,0,1
"19796379A0233",1,1,1,3,0,0,0,104
"197937FJSB611",1,1,1,3,0,0,0,104
"1979219400230",1,1,3,2,1,1,0,0
"1979620B05480",1,1,2,3,0,0,0,11
"197947CA90693",1,1,1,3,0,0,0,104
"197901DRJBE99",1,1,1,3,0,0,0,109
"197901FFEBC35",2,2,1,3,0,0,0,113
"1979220107011",2,1,1,2,0,0,0,104
"1979314102561",2,1,2,3,0,0,1,109
"197901J2XGD30",1,5,2,3,0,0,-1,109
"19794141F1318",1,1,1,3,0,0,0,109
"197943F043029",1,1,1,3,0,0,0,109
"1979309D01882",2,1,1,3,0,0,0,1
"1979620E02100",1,1,3,3,5,2,0,0
"197950E351479",2,1,1,3,0,0,0,104
"1979600A09012",1,1,2,3,0,0,1,109
"197913F146579",2,2,1,3,0,0,0,109
"197954CY01229",1,2,2,2,0,0,0,104
"197945GL00133",1,1,1,3,0,0,0,109
"1979040CD0383",1,3,2,3,0,0,0,19
"197920A23J505",1,1,3,3,10,5,0,0
"1979927901166",1,1,3,3,5,3,0,0
"1979360050508",2,1,1,3,0,0,0,109
"19794141F2059",1,1,1,2,0,0,0,104
"197997EB05610",2,1,1,2,0,0,0,108
"1979463102939",1,1,1,2,0,0,0,109
"1979440CT0026",1,1,1,1,0,0,0,109
"197947TA90337",1,1,1,2,0,0,0,19
"1979230002129",1,1,3,3,5,2,0,0
"1979040HJ0651",1,1,3,3,1,1,0,0
"197906M001007",2,1,1,3,0,0,0,104
"1979600C01161",1,3,2,3,0,0,2,109
"1979530WI0763",2,1,1,3,0,0,0,1
"197901KSIIP50",1,2,2,3,0,0,0,104
"197943C024039",1,1,1,3,0,0,0,109
"197916V040055",1,1,3,3,5,3,0,0
"1979309A01464",2,1,1,3,0,0,0,109
"197901EJJHD44",2,2,1,3,0,0,0,109
"197901HLLBD97",1,1,3,3,6,9,0,0
"1979463202899",1,1,3,2,8,3,0,0
"197901HCRAV99",1,1,1,3,0,0,0,109
"197901HHCG257",1,1,1,3,0,0,0,109
"1979420020409",1,2,2,3,0,0,0,2
"19799379W1796",1,1,1,2,0,0,0,109
"197997DB05207",1,1,2,3,0,0,0,19
"197906M001685",2,2,2,3,0,0,1,109
"1979440GA0265",1,3,2,3,0,0,0,11
"197920DNNK405",2,1,1,3,0,0,0,109
"197901AAMDP96",2,2,2,3,0,0,1,109
"197901JNTGF05",1,1,3,3,1,9,0,0
"197907JLNB280",1,1,1,2,0,0,0,104
"1979355107479",1,1,1,3,0,0,0,109
"197997RA06606",2,1,2,3,0,0,1,109
"197901H3LIV69",1,1,1,2,0,0,0,104
"19793379N0343",1,3,2,3,0,0,2,109
"1979927903788",1,2,2,2,0,0,2,108
"1979557920532",1,3,2,3,0,0,2,109
"197932D106979",1,1,1,2,0,0,0,104
"197954CW01389",1,2,2,3,0,0,2,109
"197901IOHKC63",1,3,3,3,6,9,0,0
"1979309D01630",2,1,1,3,0,0,0,104
"197996YK11011",1,3,1,3,0,0,0,109
"1979910090215",2,2,1,2,0,0,0,109
"197913Q250579",1,1,1,2,0,0,0,109
"197906J002276",1,1,1,3,0,0,0,109
"1979314313247",1,1,1,3,0,0,0,104
"197901GBACO41",2,1,1,3,0,0,0,109
"1979219200522",1,1,1,3,0,0,0,2
"197912D006879",2,2,1,2,0,0,0,109
"19794000C1710",1,1,1,3,0,0,0,2
"197995879F013",1,1,3,2,5,4,0,0
"197954AL02419",1,1,1,2,0,0,0,109
"197913A069179",1,1,3,3,5,4,0,0
"197997UA41205",1,1,1,3,0,0,0,109
"1979360040304",1,1,3,3,5,1,0,0
"197913K170479",1,1,3,3,5,1,0,0
"197934AK00301",2,3,2,3,0,0,0,11
"197932D071579",1,1,1,3,0,0,0,109
"197997FB09406",2,1,2,3,0,0,2,109
"197901ILVJC97",4,1,1,3,0,0,0,104
"197912A233779",2,2,1,2,0,0,0,104
"197947CA90626",1,1,1,3,0,0,0,109
"1979309A01521",1,4,2,3,0,0,1,109
"197995979B049",1,1,1,2,0,0,0,109
"197901LCUCX37",1,1,3,3,5,9,0,0
"197934CN00522",1,1,3,2,5,2,0,0
"19793379E0175",1,1,1,3,0,0,0,109
"1979620G04170",2,1,1,3,0,0,0,104
"197920LNOGO00",1,1,1,3,0,0,0,103
"197932D133779",1,1,1,3,0,0,0,2
"197997KA04609",1,2,2,2,0,0,0,104
"197912A028779",1,1,1,2,0,0,0,109
"197905G200666",1,1,3,3,5,3,0,0
"197937C1OF310",1,1,3,1,5,9,0,0
"197906P002263",2,2,2,3,0,0,2,109
"1979420050139",1,1,3,3,6,8,0,0
"19796379C0386",1,1,3,2,5,3,0,0
"197920LHWHO70",1,1,1,1,0,0,0,109
"1979440CC0263",1,1,2,3,0,0,1,109
"197901BQFAC99",1,1,2,3,0,0,2,108
"197901A4UBD75",1,1,3,2,5,9,0,0
"197947TA90121",2,1,1,3,0,0,0,1
"197947SA90044",2,2,1,3,0,0,0,109
"19794141F1249",1,1,2,3,0,0,1,109
"1979315211200",2,1,1,2,0,0,0,109
"197913H164879",1,4,2,3,0,0,2,109
"197950A122005",2,1,1,3,0,0,0,1
"197906A000851",1,1,3,3,5,3,0,0
"197943B062099",1,1,1,3,0,0,0,109
"1979220211002",1,1,1,2,0,0,0,104
"197920L3SLO50",1,2,2,3,0,0,1,109
"197901BMLJC21",1,1,1,3,0,0,0,109
"197906N001759",1,1,1,3,0,0,0,104
"197901IPODF93",1,1,1,3,0,0,0,1
"197906J000010",1,1,2,2,0,0,1,109
"197906D001443",1,1,1,3,0,0,0,104
"1979530EI0599",2,1,2,3,0,0,1,109
"197901KSIEC24",1,1,3,3,6,9,0,0
"197901BHXGV94",2,1,2,3,0,0,1,109
"1979462104159",1,1,2,3,0,0,2,109
"197995N79D036",1,1,3,2,5,1,0,0
"1979910070030",1,1,1,2,0,0,0,109
"1979219300294",1,1,3,3,6,5,0,0
"1979927904108",1,1,3,3,5,1,0,0
"197912A088879",2,1,1,3,0,0,0,1
"1979040DD1315",1,1,2,2,0,0,1,109
"1979927902630",1,1,1,2,0,0,0,109
"197913K185179",2,1,2,3,0,0,1,108
"197947SA90567",2,1,1,2,0,0,0,104
"197947NA90986",1,2,2,3,0,0,1,109
"197906K000967",2,1,1,3,0,0,0,104
"197901LKMIF29",1,1,2,3,0,0,0,11
"1979230002131",1,1,1,3,0,0,0,109
"197947CA91212",1,1,1,2,0,0,0,109
"197943H028129",1,1,1,3,0,0,0,104
"1979557921057",1,1,3,2,5,3,0,0
"1979440FP0209",2,1,2,3,0,0,0,11
"197907KAMIE00",1,1,2,3,0,0,1,109
"197901J5XJE85",2,3,2,3,0,0,-1,109
"19794141B1191",1,1,1,3,0,0,0,109
"1979600B13051",1,1,1,3,0,0,0,104
"19799379C0706",1,1,3,1,5,1,0,0
"197913L043079",1,1,1,2,0,0,0,109
"19794141E2052",1,1,1,3,0,0,0,2
"1979360041159",1,1,1,1,0,0,0,1
"197901K6PIQ62",2,1,1,3,0,0,0,1
"1979230001565",1,1,1,3,0,0,0,1
"1979355051479",2,1,1,3,0,0,0,1
"1979040BA0320",1,2,1,3,0,0,0,104
"19793379N0500",2,1,1,2,0,0,0,104
"197906K002969",1,1,1,3,0,0,0,104
"1979119BD0514",2,2,1,3,0,0,0,109
"1979219300328",1,1,1,3,0,0,0,109
"197901E1TEV33",1,1,3,3,6,9,0,0
"197920G7SJO50",1,2,1,3,0,0,0,104
"1979440HG0297",1,1,2,3,0,0,0,1
"197952FBC0690",1,1,1,3,0,0,0,104
"197920JINFC50",1,1,1,3,0,0,0,19
"1979910040355",1,2,2,2,0,0,2,109
"197913P156679",1,1,1,3,0,0,0,109
"197901IDHLE28",2,1,1,3,0,0,0,104
"1979420030485",2,2,2,3,0,0,1,109
"1979219200657",1,1,1,3,0,0,0,109
"1979040JF1410",1,1,3,3,5,3,0,0
"1979600C04143",1,2,2,3,0,0,1,109
"197937DJSB311",2,1,1,3,0,0,0,1
"197903BLHJ565",1,1,1,3,0,0,0,109
"1979314301478",2,1,1,3,0,0,0,1
"197934CS00661",1,2,2,3,0,0,1,109
"1979219500191",2,1,1,3,0,0,0,109
"1979219300651",1,1,3,3,1,1,0,0
"19796379B0287",1,1,1,2,0,0,0,1
"197901KRNCU46",1,1,1,3,0,0,0,104
"197901JPHGE86",1,1,3,3,1,9,0,0
"1979530WI0882",1,1,1,2,0,0,0,109
"197997RA00208",2,1,1,2,0,0,0,2
"197901I6LJF01",1,1,1,3,0,0,0,104
"197901AQBDU87",1,1,1,3,0,0,0,19
"1979420030511",1,1,3,3,5,1,0,0
"1979463105349",1,1,2,3,0,0,1,109
"197913H110979",1,1,1,3,0,0,0,103
"1979557923978",2,1,1,3,0,0,0,1
"197913N066579",1,1,1,3,0,0,0,104
"1979947901977",2,1,1,2,0,0,0,104
"1979910040357",1,1,1,3,0,0,0,109
"1979420080559",1,1,1,3,0,0,0,1
"197945AW00084",2,1,1,2,0,0,0,1
"197910G016279",1,1,3,3,5,2,0,0
"197995N79A048",1,1,3,2,5,3,0,0
"197906J001304",1,1,1,3,0,0,0,109
"197901D9PIU79",1,1,3,3,5,6,0,0
"1979040BD1543",1,1,3,3,5,1,0,0
"197906B000474",1,1,1,3,0,0,0,109
"1979440JC0530",1,1,1,3,0,0,0,109
"1979465303559",1,1,1,3,0,0,0,109
"1979360020933",1,1,2,3,0,0,1,109
"197912A043979",1,1,3,3,5,4,0,0
"197950L810555",2,1,1,2,0,0,0,104
"197901LLVAP53",1,1,1,3,0,0,0,109
"1979219600179",2,2,1,3,0,0,0,104
"1979230000317",2,2,1,3,0,0,0,1
"197920KRTKO90",2,1,1,3,0,0,0,104
"1979040DB0738",2,1,1,3,0,0,0,109
"1979420030033",1,1,1,2,0,0,0,104
"197913K086579",1,1,3,3,5,3,0,0
"197996KS04137",1,1,3,3,5,3,0,0
"197997NB01811",2,1,1,3,0,0,0,109
"197932A000479",1,4,2,2,0,0,0,11
"197906P001830",1,1,3,3,4,1,0,0
"197912C160279",1,1,1,2,0,0,0,109
"1979219500633",1,1,1,3,0,0,0,104
"197905D200570",1,1,3,3,5,3,0,0
"197943F066039",3,3,3,3,9,5,0,0
"197943G045019",1,1,3,3,5,4,0,0
"1979910020147",1,2,2,2,0,0,1,109
"1979440FC0227",1,1,3,2,5,3,0,0
"197906D000117",2,1,1,3,0,0,0,104
"197901GVOGU51",1,1,1,3,0,0,0,1
"1979360041130",2,1,1,3,0,0,0,109
"197901DBQIE62",1,1,3,2,1,9,0,0
"197901EHRGV64",1,1,1,3,0,0,0,19
"197901KUQEM09",2,2,1,3,0,0,0,90
"19794000D1738",1,1,1,3,0,0,0,109
"197996YA07048",1,1,1,3,0,0,0,109
"197901C3LII56",1,1,1,3,0,0,0,104
"19793379C0106",1,1,3,3,4,1,0,0
"197997LA00909",1,1,3,3,5,3,0,0
"197943A021109",1,1,1,3,0,0,0,104
"197954DW02329",2,1,1,3,0,0,0,104
"197901FRHIC78",1,1,1,3,0,0,0,1
"197901B8RFC50",1,1,2,3,0,0,0,11
"1979119BE1280",1,1,3,3,5,1,0,0
"197913F025879",2,1,1,3,0,0,0,2
"1979040GK0478",1,2,1,3,0,0,0,109
"197920GPIGB00",1,1,3,2,5,6,0,0
"197997KB12109",2,1,2,3,0,0,1,109
"197901LOXAE32",1,1,1,3,0,0,0,104
"197901E8WDE53",2,1,1,2,0,0,0,104
"197901E5NBD24",1,1,3,3,5,6,0,0
"197954AT03899",2,1,1,3,0,0,0,104
"197903J102090",1,1,3,2,5,2,0,0
"197905F200835",1,1,1,1,0,0,0,104
"19799379C2407",1,1,1,3,0,0,0,109
"197901FSSGC61",1,2,2,3,0,0,0,104
"197901K2RIJ50",1,1,2,3,0,0,1,109
"197906Q000831",2,1,1,3,0,0,0,1
"197901C6RCK65",1,1,3,3,5,9,0,0
"1979467200789",1,2,2,3,0,0,1,109
"1979219600152",2,1,2,3,0,0,1,109
"197912B144779",1,1,2,3,0,0,2,109
"197997RB00411",2,2,1,3,0,0,0,109
"1979220604057",1,1,1,2,0,0,0,109
"1979119AA0388",1,2,2,3,0,0,1,109
"197914B100814",1,1,1,3,0,0,0,108
"197901FSHGU80",1,1,3,3,10,5,0,0
"1979440AG0173",1,1,1,2,0,0,0,104
"197901E9TDE15",1,1,1,3,0,0,0,109
"197914B100444",2,2,1,3,0,0,0,109
"197903E205490",2,1,1,2,0,0,0,104
"197995879B033",1,1,3,2,5,1,0,0
"1979040CG1790",2,1,1,2,0,0,0,104
"197916K090318",1,1,1,3,0,0,0,104
"197914B101397",1,1,3,2,6,8,0,0
"197901ELMEC46",1,1,1,3,0,0,0,104
"197916L030499",2,2,2,2,0,0,0,104
"197901GBJJW96",1,1,1,3,0,0,0,109
"19794141C2302",1,1,1,2,0,0,0,109
"197954DD13709",2,1,1,3,0,0,0,19
"1979467106649",1,1,2,2,0,0,0,90
"1979557911840",1,1,3,3,1,1,0,0
"197901EISEC81",1,1,3,3,2,9,0,0
"197937KARJV30",1,1,1,1,0,0,0,104
"197903BDHK363",1,1,1,3,0,0,0,109
"1979420050929",1,2,1,3,0,0,0,19
"197913N167879",1,1,3,3,6,9,0,0
"197901EHUHC14",1,1,3,2,5,9,0,0
"197997DA02010",1,1,1,2,0,0,0,104
"19793379N0188",1,1,1,3,0,0,0,109
"197901D3HJF30",2,1,1,3,0,0,0,1
"197920KHQDO60",1,1,1,3,0,0,0,19
"1979440GW0141",1,1,1,3,0,0,0,2
"197943C075129",1,1,1,3,0,0,0,109
"197996VBB1211",1,1,1,2,0,0,0,109
"1979040BA0897",1,1,2,3,0,0,1,109
"197901JEXAE78",1,2,2,3,0,0,0,104
"197913E102179",2,1,1,3,0,0,0,1
"19799379W1328",1,1,1,2,0,0,0,104
"197943H047129",2,1,1,3,0,0,0,104
"1979530EI0457",2,2,2,2,0,0,0,104
"1979980722259",1,1,1,3,0,0,0,104
"197901FETIR23",2,1,1,3,0,0,0,1
"197950G530177",1,1,2,2,0,0,1,109
"197997GA07706",1,1,1,3,0,0,0,1
"197906L002567",1,1,3,3,5,3,0,0
"197901F5QGC16",2,1,1,3,0,0,0,1
"19796379D0262",2,8,2,3,0,0,2,109
"1979219600476",1,1,1,3,0,0,0,109
"197906K002036",1,1,3,2,5,1,0,0
"197945BC00253",1,1,3,3,6,7,0,0
"197943F013019",1,1,1,3,0,0,0,109
"19794000D2324",2,1,1,3,0,0,0,109
"197952GFS0597",1,2,2,2,0,0,1,109
"197901LKBFE77",1,3,2,3,0,0,2,109
"1979464106459",2,1,1,3,0,0,0,104
"197901HLXDC90",3,4,2,3,0,0,-1,109
"197906J000704",2,2,2,3,0,0,0,19
"197912D050679",2,1,1,2,0,0,0,1
"197945BD00337",1,1,1,3,0,0,0,104
"1979620B02750",1,1,2,3,0,0,0,90
"197901LEHLD69",1,1,3,3,5,9,0,0
"1979360011481",2,1,2,2,0,0,1,109
"197901B5VCD07",1,1,3,2,1,9,0,0
"1979040KK0765",1,2,2,3,0,0,0,104
"197920IFQDC00",1,1,1,3,0,0,0,109
"197912C072279",1,1,1,3,0,0,0,109
"197910H032479",2,1,1,3,0,0,0,104
"197903AGQG365",1,1,1,3,0,0,0,19
"19799379W2359",1,1,1,3,0,0,0,109
"197906M001595",1,1,3,3,4,3,0,0
"197937E9SG613",1,5,2,3,0,0,2,109
"1979440GW0055",2,1,1,3,0,0,0,109
"197954CM02149",1,1,1,3,0,0,0,104
"197910F059979",1,1,3,3,5,1,0,0
"1979981226465",2,2,2,3,0,0,1,109
"197920FNDK305",1,1,1,2,0,0,0,109
"197937JTXGV65",1,3,3,3,10,5,0,0
"197997LF01707",1,1,1,2,0,0,0,109
"197997EA06308",1,1,1,3,0,0,0,1
"19793379E0337",1,1,1,3,0,0,0,109
"1979355080479",2,1,1,3,0,0,0,1
"197905L100519",1,1,1,3,0,0,0,109
"197954AN05999",1,1,3,2,5,1,0,0
"197920GDKKO70",1,1,1,3,0,0,0,109
"197932D106879",1,1,1,2,0,0,0,104
"1979220209013",1,1,1,2,0,0,0,109
"197950B220863",1,1,1,1,0,0,0,90
"197901B1KAW00",1,1,2,3,0,0,1,109
"197947XA90442",2,2,2,3,0,0,2,109
"1979440KF0119",2,1,1,3,0,0,0,1
"1979420050019",1,4,2,3,0,0,2,109
"1979354065279",2,1,1,3,0,0,0,104
"197901CCVDF16",2,3,2,3,0,0,-1,109
"197997PA00703",1,1,3,2,5,1,0,0
"1979440BS0277",2,1,1,2,0,0,0,109
"197952BRO1334",1,1,3,3,6,1,0,0
"1979040HJ1055",2,1,1,3,0,0,0,109
"1979440JH0040",1,1,3,3,9,7,0,0
"197952MYE0596",1,1,3,1,4,1,0,0
"1979220212042",2,1,1,2,0,0,0,1
"19794141A3018",2,1,1,3,0,0,0,104
"197950B191135",1,1,1,2,0,0,0,104
"197901KBMGK19",1,1,1,3,0,0,0,1
"197901FSWIU81",1,1,3,3,5,6,0,0
"1979440BT0065",1,1,1,2,0,0,0,104
"197937LMNLD00",2,1,2,3,0,0,1,109
"197952FBA1180",1,1,1,3,0,0,0,104
"197997KB12604",1,1,1,3,0,0,0,104
"19794141C2106",1,1,1,3,0,0,0,2
"197920GSNDO50",1,1,3,3,5,9,0,0
"197920EJSB509",1,1,3,3,5,6,0,0
"197917D200563",1,1,2,3,0,0,0,104
"197920EJOE509",2,1,1,3,0,0,0,1
"197950J671068",1,1,3,2,5,1,0,0
"197913A098779",2,1,1,3,0,0,0,104
"197901K8HKF58",1,2,1,3,0,0,0,104
"197901HJVAD73",1,1,1,3,0,0,0,104
"1979530NI0372",1,1,2,3,0,0,1,109
"197943E017019",1,3,2,3,0,0,2,109
"197912B186179",2,1,1,3,0,0,0,109
"1979600B01118",1,1,1,3,0,0,0,109
"197901ADNGE89",2,1,1,2,0,0,0,1
"197901L2SEI22",1,1,2,3,0,0,-1,109
"1979355065879",2,1,1,3,0,0,0,109
"197905E200418",2,1,2,3,0,0,0,11
"1979220101029",1,2,1,3,0,0,0,109
"197912B060179",1,1,1,2,0,0,0,1
"197995879G016",1,2,1,3,0,0,0,109
"1979355121179",1,1,1,3,0,0,0,109
"197901JGIDD33",1,1,3,3,2,9,0,0
"197901CCVDF16",1,2,1,3,0,0,0,109
"1979312111180",1,2,3,3,9,5,0,0
"197913P148779",2,1,1,3,0,0,0,104
"197950J921011",2,1,1,3,0,0,0,1
"197943G022079",1,1,1,3,0,0,0,2
"1979981056397",2,3,2,3,0,0,1,109
